# Expression Atlas
# Query: Genes matching: 'default query', specifically up/down differentially expressed in 1 comparisons  given the adjusted p-value cutoff 1 and log2-fold change cutoff 0 in experiment E-GEOD-48850
# Timestamp: Sat, 29-Jun-2024 15:01:02
Gene ID	Gene Name	'papillary thyroid carcinoma' vs 'normal' .foldChange	'papillary thyroid carcinoma' vs 'normal'.pValue
ENSG00000198756	COLGALT2	-0.2	0.844886235102687
ENSG00000198759	EGFL6	0.7	0.429437065185484
ENSG00000198763	MT-ND2	1.1	0.0984849414148478
ENSG00000198771	RCSD1	0.5	0.677037240841787
ENSG00000198774	RASSF9	-1.8	0.0190033251740071
ENSG00000198780	FAM169A	-0.6	0.528806765462676
ENSG00000198783	ZNF830	-0.2	0.568612290064968
ENSG00000198786	MT-ND5	0.8	0.0793442979133724
ENSG00000198791	CNOT7	-0.1	0.682760560355311
ENSG00000198792	TMEM184B	0.6	0.00713602593738012
ENSG00000198793	MTOR	0.4	0.237930816265505
ENSG00000198794	SCAMP5	0.5	0.491516766302057
ENSG00000198795	ZNF521	-0.6	0.328093303519471
ENSG00000198796	ALPK2	0.9	0.533384166071266
ENSG00000198797	BRINP2	3.1	0.00138277376534812
ENSG00000198799	LRIG2	0.2	0.682106962132822
ENSG00000198804	MT-CO1	0.5	0.442609221362101
ENSG00000198805	PNP	0.4	0.518954942142208
ENSG00000198807	PAX9	2.7	0.0045276888201546
ENSG00000198815	FOXJ3	-0.1	0.869612711731215
ENSG00000198816	ZNF358	-0.1	0.792046232780904
ENSG00000198818	SFT2D1	0.1	0.868593656135321
ENSG00000198821	CD247	0.7	0.62325649880165
ENSG00000198822	GRM3	0.4	0.792806350101295
ENSG00000198824	CHAMP1	-0.1	0.82378103174796
ENSG00000198825	INPP5F	0.2	0.538573200149369
ENSG00000198826	ARHGAP11A	0.8	0.107668787778272
ENSG00000198829	SUCNR1	-1.0	0.181247715165305
ENSG00000198832	SELENOM	-0.4	0.698459302541091
ENSG00000198835	GJC2	-0.3	0.860990919855517
ENSG00000198836	OPA1	0.1	0.837279277572264
ENSG00000198837	DENND4B	-0.2	0.517867328303181
ENSG00000198839	ZNF277	0.2	0.527252345106744
ENSG00000198840	MT-ND3	1.0	0.0566274852906283
ENSG00000198841	KTI12	0.4	0.195789893077918
ENSG00000198842	STYXL2	1.0	0.327904216117833
ENSG00000198843	SELENOT	0.2	0.582952406633972
ENSG00000198844	ARHGEF15	1.1	4.9402806885423E-4
ENSG00000198846	TOX	-0.1	0.937582141316512
ENSG00000198848	CES1	-1.1	0.31767746074883
ENSG00000198851	CD3E	0.5	0.752827594520753
ENSG00000198853	RUSC2	-0.6	0.245871737281471
ENSG00000198855	FICD	0.5	0.374450480925714
ENSG00000198856	OSTC	0.3	0.369510212843147
ENSG00000198857	HSD3BP5	0.3	0.798678217699467
ENSG00000198858	R3HDM4	0.4	0.0971701617345952
ENSG00000198860	TSEN15	0.1	0.871608596514602
ENSG00000198863	RUNDC1	0.2	0.453941749976276
ENSG00000198865	CCDC152	-1.3	0.0122708468896588
ENSG00000198870	STKLD1	-0.5	0.27408054152102
ENSG00000198873	GRK5	-0.1	0.887470025605076
ENSG00000198874	TYW1	0.5	0.168882702355304
ENSG00000198876	DCAF12	0.1	0.83489785278181
ENSG00000198879	SFMBT2	-0.1	0.908330890075579
ENSG00000198881	ASB12	0.2	0.820595721859528
ENSG00000198883	PNMA5	1.4	0.284395829017433
ENSG00000198885	ITPRIPL1	0.6	0.567044025766743
ENSG00000198886	MT-ND4	0.7	0.123313556841072
ENSG00000198887	SMC5	-0.1	0.818896883250914
ENSG00000198889	DCAF12L1	-0.7	0.571716667154616
ENSG00000198890	PRMT6	-0.1	0.818002719535876
ENSG00000198892	SHISA4	0.2	0.817354335462093
ENSG00000198894	CIPC	0.2	0.746914427386712
ENSG00000198898	CAPZA2	0.2	0.639044999368482
ENSG00000198899	MT-ATP6	0.8	0.132530007696912
ENSG00000198900	TOP1	0.1	0.4886247095603
ENSG00000198901	PRC1	0.9	0.077423023276875
ENSG00000198908	BHLHB9	-0.3	0.637765700754898
ENSG00000198910	L1CAM	-1.1	0.132793072244086
ENSG00000198911	SREBF2	0.2	0.723531656944269
ENSG00000198915	RASGEF1A	0.5	0.657024176595571
ENSG00000198918	RPL39	-0.1	0.888232743288608
ENSG00000198919	DZIP3	-0.3	0.663686222405489
ENSG00000198924	DCLRE1A	0.1	0.79858866351089
ENSG00000198929	NOS1AP	1.8	0.00445120109820123
ENSG00000198930	CSAG1	-0.3	0.853852822422921
ENSG00000198931	APRT	0.5	0.0590081758224371
ENSG00000198932	GPRASP1	-0.8	0.224513777657496
ENSG00000198933	TBKBP1	0.3	0.356422877668987
ENSG00000198934	MAGEE1	-0.1	0.923418301545052
ENSG00000198938	MT-CO3	0.6	0.334283438452842
ENSG00000198939	ZFP2	-0.2	0.536986509063444
ENSG00000198944	SOWAHA	0.9	0.196759877761524
ENSG00000198945	L3MBTL3	0.6	0.418359924279038
ENSG00000198947	DMD	1.8	0.0176603960780069
ENSG00000198951	NAGA	0.3	0.625345509412567
ENSG00000198952	SMG5	0.2	0.323079365561274
ENSG00000198954	KIFBP	0.3	0.193811223678328
ENSG00000198959	TGM2	1.2	0.14901912074865
ENSG00000198960	ARMCX6	1.0	0.0107189562207699
ENSG00000198963	RORB	-1.3	0.134160909798306
ENSG00000198964	SGMS1	-0.1	0.89244515087681
ENSG00000198976	MIR429	0.2	0.901886321793603
ENSG00000198984	MIR345	0.4	0.826369481081919
ENSG00000199023	MIR339	-0.4	0.711813486586106
ENSG00000199036	MIR219A1	-0.7	0.595800687093325
ENSG00000199053	MIR324	-1.0	0.362496435987958
ENSG00000199059	MIR135B	-0.3	0.832024080690581
ENSG00000199094	MIR30C2	-1.4	0.150482933451296
ENSG00000199133	MIRLET7D	0.1	0.907549324251121
ENSG00000199161	MIR126	0.8	0.505774323194942
ENSG00000199165	MIRLET7A1	-0.3	0.817740668845339
ENSG00000199172	MIR331	-0.7	0.453941749976276
ENSG00000199179	MIRLET7I	-0.7	0.434178324402165
ENSG00000199266	SNORA60	0.7	0.501827296441519
ENSG00000199331	Y_RNA	0.6	0.653205268013351
ENSG00000199332	Y_RNA	-0.4	0.762216731733355
ENSG00000199476	Y_RNA	-1.2	0.127351983549486
ENSG00000199477	SNORA31	-0.4	0.740472376090749
ENSG00000199550	Y_RNA	-1.9	0.0343731794594021
ENSG00000199753	SNORD104	-0.2	0.867234676237341
ENSG00000199804	RNA5SP383	-0.1	0.958028326918838
ENSG00000199872	RNU6-942P	-1.6	0.176753590286504
ENSG00000199906	RNU5B-2P	0.5	0.566757385014335
ENSG00000199933	RNY1P16	0.7	0.646315844079869
ENSG00000200087	SNORA73B	0.1	0.97566604439907
ENSG00000200090	Y_RNA	-0.5	0.651248461369046
ENSG00000200170	Y_RNA	-0.8	0.560926842925755
ENSG00000200253	RNU6-529P	-0.7	0.587890704258808
ENSG00000200344	Y_RNA	-0.3	0.847406116183003
ENSG00000200356	RNU6-833P	-0.2	0.928658606762192
ENSG00000200378	RNU5B-4P	0.1	0.97740798979332
ENSG00000200506	Y_RNA	-1.7	0.178732679829976
ENSG00000200534	SNORA33	-0.3	0.746476777186245
ENSG00000200550	RNU6-137P	-0.5	0.712633918493199
ENSG00000200651	Y_RNA	0.2	0.888008448072277
ENSG00000200693	U3	-0.1	0.871938795502646
ENSG00000200714	Y_RNA	0.3	0.793272945347897
ENSG00000200769	Y_RNA	-0.4	0.785408335493828
ENSG00000200795	RNU4-1	-0.7	0.697635513447718
ENSG00000200879	SNORD14E	-0.5	0.68648848796472
ENSG00000200953	Y_RNA	1.0	0.480504113131137
ENSG00000201176	RNU6-853P	0.7	0.671217993246692
ENSG00000201207	Y_RNA	0.2	0.908141230425299
ENSG00000201302	SNORA65	-0.3	0.76933462834645
ENSG00000201440	RNA5SP515	1.4	0.165559263474375
ENSG00000201457	SNORA55	-0.1	0.97740798979332
ENSG00000201499	RNU6-312P	-0.1	0.96068311597009
ENSG00000201684	RN7SKP239	-1.1	0.405781057248934
ENSG00000201772	SNORA5C	-0.6	0.564485573509048
ENSG00000201820	Y_RNA	-0.1	0.981028657115802
ENSG00000202058	RN7SKP80	-0.4	0.804148872882829
ENSG00000202079	Y_RNA	-0.5	0.607176323736794
ENSG00000202081	RNU6-1280P	-0.5	0.731931335910929
ENSG00000202290	RNA5SP37	-0.7	0.616805360199563
ENSG00000202314	SNORD6	-0.6	0.619433804009802
ENSG00000202337	RNU6-8	-0.4	0.670127012963301
ENSG00000202343	ENSG00000202343	0.3	0.60205069329379
ENSG00000202441	RNY4P10	-1.3	0.254655009846998
ENSG00000202474	RNA5SP283	0.6	0.61002082804417
ENSG00000202515	VTRNA1-3	-1.3	0.277594111891521
ENSG00000202533	Y_RNA	-0.2	0.855783660454443
ENSG00000202538	RNU4-2	-0.2	0.90712049587246
ENSG00000202566	MIR421	-0.5	0.774932213760353
ENSG00000202569	MIR146B	1.3	0.318431225580904
ENSG00000203279	ENSG00000203279	-0.4	0.78244308964858
ENSG00000203280	KIAA1671-AS1	-1.1	0.258203594768746
ENSG00000203286	Metazoa_SRP	-0.8	0.485715106751696
ENSG00000203288	TDRKH-AS1	1.0	0.146158016495708
ENSG00000203321	CARNMT1-AS1	-0.7	0.585829044625266
ENSG00000203325	ENSG00000203325	0.1	0.947517189510556
ENSG00000203326	ZNF525	0.2	0.664125773637796
ENSG00000203327	ENSG00000203327	-0.5	0.729600279262638
ENSG00000203356	LINC01562	0.1	0.945794105456502
ENSG00000203362	POLH-AS1	-0.5	0.379941809765092
ENSG00000203364	ENSG00000203364	-0.2	0.847934043784273
ENSG00000203387	SNF8P1	0.6	0.624058323129516
ENSG00000203392	ENSG00000203392	0.5	0.634552807970727
ENSG00000203414	BTBD7P1	-0.5	0.690801858713796
ENSG00000203435	E2F3P2	-0.5	0.691353389246599
ENSG00000203441	LINC00449	0.1	0.968633550057765
ENSG00000203446	SUGCT-AS1	0.8	0.617323943139875
ENSG00000203485	INF2	1.9	0.0185031876080831
ENSG00000203497	PDCD4-AS1	0.2	0.803841331729545
ENSG00000203499	IQANK1	0.2	0.646427981080055
ENSG00000203506	RBMS3-AS2	-0.2	0.8971986920403
ENSG00000203546	ENSG00000203546	0.1	0.89314636087206
ENSG00000203588	IGBP1-AS1	0.5	0.698459302541091
ENSG00000203644	ENSG00000203644	-0.2	0.490724861921229
ENSG00000203645	LINC00501	-0.2	0.880882271685289
ENSG00000203650	LINC01285	-0.9	0.155075018863427
ENSG00000203666	EFCAB2	-0.8	0.144746601127468
ENSG00000203667	COX20	-0.6	0.00611428860658706
ENSG00000203668	CHML	-0.4	0.456977707618452
ENSG00000203684	IBA57-DT	-0.5	0.681239473494346
ENSG00000203685	STUM	-0.4	0.752754423465968
ENSG00000203697	CAPN8	1.0	0.1751200973487
ENSG00000203705	TATDN3	0.4	0.567298511603165
ENSG00000203706	SERTAD4-AS1	-0.5	0.591082238903468
ENSG00000203709	MIR29B2CHG	-0.5	0.561555674283546
ENSG00000203710	CR1	0.5	0.77995385248936
ENSG00000203711	C6orf99	-0.7	0.532329989875614
ENSG00000203721	LINC00862	-0.1	0.971850571811616
ENSG00000203722	RAET1G	2.1	6.53478731822421E-7
ENSG00000203724	C1orf53	-0.4	0.409922152591747
ENSG00000203727	SAMD5	-1.1	0.313486958861535
ENSG00000203730	TEDDM1	-1.0	0.426636154543886
ENSG00000203734	ECT2L	-0.5	0.483374293058738
ENSG00000203739	PRDX6-AS1	-0.6	0.502849450915406
ENSG00000203747	FCGR3A	1.6	0.156785162106098
ENSG00000203760	CENPW	0.3	0.745710379077823
ENSG00000203761	MSTO2P	-0.9	0.202684093065155
ENSG00000203778	FAM229B	-0.2	0.459874506043734
ENSG00000203780	FANK1	0.1	0.932535815265918
ENSG00000203791	EEF1AKMT2	-0.5	0.126580917773767
ENSG00000203797	DDO	1.4	0.0294422034870664
ENSG00000203799	CCDC162P	-0.2	0.899973697672371
ENSG00000203804	ADAMTSL4-AS1	-0.9	0.298640581776899
ENSG00000203805	PLPP4	-1.0	0.280204704207149
ENSG00000203814	H2BC18	1.5	0.0777476481602907
ENSG00000203865	ATP1A1-AS1	-0.1	0.791934441231466
ENSG00000203867	RBM20	-1.0	0.0329664249527907
ENSG00000203872	C6orf163	-0.5	0.523574369048022
ENSG00000203875	SNHG5	-0.3	0.653205268013351
ENSG00000203876	ADD3-AS1	-1.2	0.0349122988818591
ENSG00000203879	GDI1	0.1	0.835402281067204
ENSG00000203880	PCMTD2	0.2	0.440487559774906
ENSG00000203883	SOX18	1.3	0.00412446950930405
ENSG00000203896	LIME1	-0.1	0.898292170392611
ENSG00000203900	ENSG00000203900	-1.9	0.102451654328981
ENSG00000203907	OOEP	-1.5	0.164349788708673
ENSG00000203909	DPPA5	0.6	0.725631422334482
ENSG00000203910	C1orf146	0.2	0.892448752460333
ENSG00000203914	HSP90B3P	0.2	0.857416590671011
ENSG00000203943	SAMD13	0.4	0.214241052179893
ENSG00000203950	RTL8A	-0.1	0.836269424465075
ENSG00000203952	CCDC160	-0.8	0.514111532019713
ENSG00000203965	EFCAB7	-0.2	0.397908386480978
ENSG00000203993	ARRDC1-AS1	-0.1	0.873174241361208
ENSG00000203995	ZYG11A	-0.3	0.828841748410131
ENSG00000203999	LINC01270	0.6	0.420656233112911
ENSG00000204001	LCN8	-0.4	0.621851510805926
ENSG00000204022	LIPJ	-0.4	0.74548177355766
ENSG00000204044	SLC12A5-AS1	1.7	0.155223014490339
ENSG00000204052	LRRC73	-0.3	0.713622963699063
ENSG00000204055	ENSG00000204055	0.7	0.47457676145448
ENSG00000204060	FOXO6	-0.2	0.694375124847327
ENSG00000204065	TCEAL5	-2.4	0.0194141259186357
ENSG00000204070	SYS1	-0.2	0.524631434141744
ENSG00000204072	ARMCX7P	1.5	0.23626693842203
ENSG00000204084	INPP5B	0.1	0.768292009596683
ENSG00000204099	NEU4	1.6	0.16040109448372
ENSG00000204103	MAFB	-1.0	0.150136910151615
ENSG00000204104	TRAF3IP1	-0.2	0.584148838182796
ENSG00000204116	CHIC1	-0.1	0.940119255174433
ENSG00000204118	NAP1L6P	0.4	0.699664289193417
ENSG00000204128	C2orf72	-1.5	0.195327804051245
ENSG00000204130	RUFY2	-0.4	0.0190778396712846
ENSG00000204131	NHSL2	1.8	0.00508503994325645
ENSG00000204138	PHACTR4	-0.2	0.487278144555355
ENSG00000204149	AGAP6	-0.2	0.802669685486552
ENSG00000204152	TIMM23B	-0.2	0.761509443048445
ENSG00000204160	ZDHHC18	0.4	0.429677756070276
ENSG00000204161	TMEM273	0.3	0.780831665666484
ENSG00000204172	AGAP9	-0.3	0.763371462937072
ENSG00000204173	LRRC37A5P	-0.4	0.753764165701094
ENSG00000204175	GPRIN2	-0.7	0.127106419387744
ENSG00000204176	SYT15	-0.5	0.691699920815632
ENSG00000204177	BMS1P1	-0.7	0.219064759588066
ENSG00000204178	MACO1	0.2	0.232059178531616
ENSG00000204179	PTPN20	-0.7	0.595348616890766
ENSG00000204186	ZDBF2	-0.2	0.86033485452815
ENSG00000204219	TCEA3	0.3	0.377428311029421
ENSG00000204220	PFDN6	-0.1	0.843483372939939
ENSG00000204227	RING1	-0.3	0.329084923878203
ENSG00000204231	RXRB	-0.1	0.662539074660384
ENSG00000204237	OXLD1	0.4	0.306134552937914
ENSG00000204241	LINC02731	-1.1	0.199126819755328
ENSG00000204248	COL11A2	-0.9	0.33892934811695
ENSG00000204252	HLA-DOA	0.8	0.582454612224735
ENSG00000204253	HNRNPCP2	0.4	0.506698715987961
ENSG00000204256	BRD2	-0.3	0.20186329344098
ENSG00000204257	HLA-DMA	1.1	0.301295563238585
ENSG00000204261	PSMB8-AS1	0.2	0.893766115544087
ENSG00000204262	COL5A2	0.4	0.385658421657611
ENSG00000204264	PSMB8	0.8	0.389858568191338
ENSG00000204267	TAP2	0.5	0.659311288287553
ENSG00000204271	SPIN3	-0.1	0.713756293644127
ENSG00000204272	NBDY	0.3	0.418579010352988
ENSG00000204282	ENSG00000204282	2.6	3.96404884244767E-4
ENSG00000204287	HLA-DRA	1.0	0.393102476620346
ENSG00000204290	BTNL2	0.5	0.751810732867581
ENSG00000204291	COL15A1	1.7	4.83841088110017E-4
ENSG00000204301	NOTCH4	1.4	2.60128709205835E-4
ENSG00000204304	PBX2	-0.4	0.27010448462775
ENSG00000204305	AGER	-0.8	0.382771710795166
ENSG00000204308	RNF5	-0.3	0.413602660976303
ENSG00000204310	AGPAT1	-0.1	0.77693530650347
ENSG00000204311	PJVK	-0.5	0.29787943680912
ENSG00000204314	PRRT1	-0.3	0.635660504379447
ENSG00000204315	FKBPL	-0.3	0.495246619786933
ENSG00000204316	MRPL38	0.1	0.934523770858866
ENSG00000204334	ERICH2	-0.1	0.864967117294206
ENSG00000204335	SP5	0.6	0.618006629950751
ENSG00000204338	CYP21A1P	0.1	0.938584532833373
ENSG00000204344	STK19	0.2	0.700504464597283
ENSG00000204347	BTBD17	0.4	0.832696958175972
ENSG00000204348	DXO	-0.3	0.492670881234526
ENSG00000204351	SKIV2L	0.2	0.524543661078826
ENSG00000204356	NELFE	-0.1	0.608885908210621
ENSG00000204366	ZBTB12	-0.2	0.752604189055212
ENSG00000204368	ENSG00000204368	0.7	0.527252345106744
ENSG00000204370	SDHD	-0.2	0.693662107354862
ENSG00000204371	EHMT2	0.1	0.790217086519026
ENSG00000204380	PKP4-AS1	0.4	0.794229681314777
ENSG00000204381	LAYN	-1.5	5.86107558012536E-5
ENSG00000204386	NEU1	0.3	0.402437289229153
ENSG00000204388	HSPA1B	-1.5	0.0390790430928142
ENSG00000204389	HSPA1A	-1.5	0.0399516152186044
ENSG00000204390	HSPA1L	-0.3	0.309912571810692
ENSG00000204394	VARS1	0.7	1.11238997948167E-5
ENSG00000204396	VWA7	0.9	0.0776962242518575
ENSG00000204397	CARD16	0.8	0.50142268440167
ENSG00000204403	CASP12	-0.8	0.275815567345575
ENSG00000204406	MBD5	-0.3	0.376643150547351
ENSG00000204410	MSH5	-0.4	0.694063075952688
ENSG00000204420	MPIG6B	-0.8	0.306782136727636
ENSG00000204421	LY6G6C	0.3	0.89203688039132
ENSG00000204439	C6orf47	0.1	0.762318768242311
ENSG00000204442	FAM155A	1.2	0.0512990471020104
ENSG00000204444	APOM	-0.4	0.497474155499211
ENSG00000204446	LINC02872	-0.8	0.549961335693741
ENSG00000204463	BAG6	0.1	0.665810113306515
ENSG00000204469	PRRC2A	-0.1	0.860855909296375
ENSG00000204472	AIF1	1.0	0.419613764615521
ENSG00000204475	NCR3	0.6	0.729341590796557
ENSG00000204482	LST1	0.9	0.402586647695482
ENSG00000204498	NFKBIL1	-0.1	0.886758889206975
ENSG00000204514	ZNF814	-0.1	0.821995271940458
ENSG00000204516	MICB	0.7	0.511634738675645
ENSG00000204520	MICA	-0.2	0.696623307128428
ENSG00000204524	ZNF805	-0.1	0.908330890075579
ENSG00000204525	HLA-C	0.9	0.465575243892513
ENSG00000204528	PSORS1C3	0.3	0.853614188822758
ENSG00000204529	GUCY2EP	0.4	0.842959157956588
ENSG00000204531	POU5F1	0.6	0.686526492993968
ENSG00000204536	CCHCR1	-0.1	0.941395621336111
ENSG00000204539	CDSN	0.2	0.898933222568567
ENSG00000204540	PSORS1C1	0.2	0.858434005902953
ENSG00000204544	MUC21	3.6	2.06339682455778E-4
ENSG00000204556	ENSG00000204556	-1.0	0.465931951916386
ENSG00000204560	DHX16	0.1	0.859808820703468
ENSG00000204568	MRPS18B	0.2	0.747954506119182
ENSG00000204569	PPP1R10	-0.6	0.110054056514192
ENSG00000204572	KRTAP5-10	0.9	0.490656586665973
ENSG00000204574	ABCF1	0.1	0.758223306966509
ENSG00000204577	LILRB3	0.7	0.582952406633972
ENSG00000204580	DDR1	0.6	0.0400019610850047
ENSG00000204581	ACOXL-AS1	0.6	0.491324019882263
ENSG00000204583	LRCOL1	1.0	0.37091270642598
ENSG00000204584	ENSG00000204584	-0.2	0.842959272579668
ENSG00000204588	LINC01123	-0.3	0.812243936063041
ENSG00000204590	GNL1	-0.1	0.793185548349265
ENSG00000204592	HLA-E	0.5	0.652095902953989
ENSG00000204599	TRIM39	-0.2	0.139134005707318
ENSG00000204603	LINC01257	-0.7	0.62325649880165
ENSG00000204604	ZNF468	0.3	0.557439404123107
ENSG00000204611	ZNF616	0.4	0.506698715987961
ENSG00000204616	TRIM31	0.9	0.183503727908796
ENSG00000204619	PPP1R11	-0.3	0.241566898090218
ENSG00000204620	ENSG00000204620	0.1	0.9530173594526
ENSG00000204622	HLA-J	-0.2	0.86579659022634
ENSG00000204623	ZNRD1ASP	-0.6	0.34897956291316
ENSG00000204624	DISP3	0.8	0.484439543843052
ENSG00000204625	HCG9	0.1	0.941352199421195
ENSG00000204628	RACK1	0.3	0.176456291479383
ENSG00000204632	HLA-G	0.9	0.410252127912148
ENSG00000204634	TBC1D8	-0.1	0.908330890075579
ENSG00000204642	HLA-F	0.3	0.867706282552614
ENSG00000204650	LINC02210	-0.3	0.313801323948695
ENSG00000204653	ASPDH	0.2	0.871125961144564
ENSG00000204659	CBY3	0.2	0.810388636258159
ENSG00000204666	ENSG00000204666	-1.0	0.263288949120167
ENSG00000204677	FAM153CP	-0.9	0.506698715987961
ENSG00000204681	GABBR1	-0.7	0.221558223271996
ENSG00000204682	MIR1915HG	0.1	0.933565281144573
ENSG00000204685	STARD7-AS1	-0.1	0.848024315501673
ENSG00000204706	MAMDC2-AS1	0.2	0.761002111419741
ENSG00000204711	C9orf135	1.1	0.445471915640008
ENSG00000204713	TRIM27	0.1	0.705527005182469
ENSG00000204740	MALRD1	-1.4	0.0619062951745324
ENSG00000204745	ENSG00000204745	0.8	0.50377693731679
ENSG00000204758	ENSG00000204758	-0.1	0.921462301267226
ENSG00000204767	INSYN2B	0.2	0.893939162630776
ENSG00000204778	CBWD4P	-0.3	0.787858714215396
ENSG00000204789	ZNF204P	-0.6	0.00134401032648962
ENSG00000204791	SMPD5	1.2	0.220045737154058
ENSG00000204792	LINC01291	-0.2	0.913787410889291
ENSG00000204815	ODAD4	-0.5	0.36195387436298
ENSG00000204839	MROH6	1.9	0.00331810633973968
ENSG00000204842	ATXN2	0.3	0.376500962308773
ENSG00000204843	DCTN1	0.1	0.898105934902226
ENSG00000204851	PNMA8B	1.1	0.282507542384018
ENSG00000204852	TCTN1	-0.1	0.940480597418477
ENSG00000204859	ZBTB48	-0.1	0.860885828805228
ENSG00000204860	FAM201A	-0.3	0.722185077177349
ENSG00000204866	IGFL2	1.8	0.145570375123811
ENSG00000204882	GPR20	0.2	0.868988102709805
ENSG00000204894	ENSG00000204894	0.3	0.891223328896893
ENSG00000204899	MZT1	0.2	0.728890743609593
ENSG00000204904	LINC01545	-0.5	0.634552807970727
ENSG00000204909	SPINK9	-0.2	0.898452126601601
ENSG00000204920	ZNF155	0.2	0.647267447441498
ENSG00000204922	UQCC3	0.2	0.686910250641787
ENSG00000204923	FBXO48	-0.4	0.309439816577056
ENSG00000204928	GRXCR2	1.1	0.450544178785575
ENSG00000204929	ENSG00000204929	0.1	0.933059963846675
ENSG00000204930	FAM221B	0.2	0.872638662969112
ENSG00000204934	ATP6V0E2-AS1	-0.3	0.83170606827652
ENSG00000204946	ZNF783	-0.1	0.720563684769717
ENSG00000204947	ZNF425	0.1	0.90701207498409
ENSG00000204949	FAM83A-AS1	0.8	0.553298342694372
ENSG00000204950	LRRC10B	-0.6	0.549261036965989
ENSG00000204954	C12orf73	0.1	0.940164558161815
ENSG00000204956	PCDHGA1	0.4	0.655823496433702
ENSG00000204959	ARHGEF34P	-0.6	0.294303304897028
ENSG00000204961	PCDHA9	1.2	0.354030488292577
ENSG00000204963	PCDHA7	0.6	0.702731281550891
ENSG00000204969	PCDHA2	1.4	0.290008386099009
ENSG00000204970	PCDHA1	1.7	0.157460998910925
ENSG00000204977	TRIM13	0.3	0.186803787103153
ENSG00000204983	PRSS1	3.0	0.00464303006247953
ENSG00000204991	SPIRE2	-0.3	0.810808829511418
ENSG00000205002	AARD	-0.2	0.908141230425299
ENSG00000205018	ENSG00000205018	-0.6	0.671722137057276
ENSG00000205038	PKHD1L1	-1.0	0.444770306482941
ENSG00000205041	ENSG00000205041	-1.2	0.1751200973487
ENSG00000205045	ENSG00000205045	0.3	0.840222805970687
ENSG00000205056	LINC02397	0.5	0.73458658057733
ENSG00000205057	CLLU1-AS1	0.7	0.677426119040651
ENSG00000205060	SLC35B4	0.2	0.737361462759807
ENSG00000205078	SYCE1L	0.6	0.439616069716716
ENSG00000205084	TMEM231	-0.2	0.844554119254866
ENSG00000205085	FAM71F2	-0.3	0.776335679918985
ENSG00000205089	CCNI2	1.2	0.20451543584009
ENSG00000205090	TMEM240	0.1	0.88224970997814
ENSG00000205100	HSP90AA4P	-0.9	0.405707183008365
ENSG00000205106	LINC02716	-0.1	0.923675736306025
ENSG00000205111	CDKL4	1.3	0.232478264945331
ENSG00000205116	TMEM88B	1.6	0.201567185415409
ENSG00000205129	C4orf47	-1.3	0.00430003575906356
ENSG00000205133	TRIQK	-0.1	0.501934343157105
ENSG00000205138	SDHAF1	0.3	0.539182104208058
ENSG00000205143	ARID3C	0.2	0.931471840287921
ENSG00000205155	PSENEN	0.2	0.660458015232912
ENSG00000205181	LINC00654	-1.2	0.0239118509534539
ENSG00000205189	ZBTB10	-0.2	0.589558848555849
ENSG00000205208	C4orf46	0.3	0.751812576870977
ENSG00000205209	SCGB2B2	0.1	0.884317673661326
ENSG00000205220	PSMB10	0.7	0.336077541834128
ENSG00000205221	VIT	-1.8	0.0078271238920882
ENSG00000205268	PDE7A	-0.8	0.012150642934857
ENSG00000205269	TMEM170B	-0.8	0.0407145657311688
ENSG00000205277	MUC12	-1.3	0.253054437674449
ENSG00000205307	SAP25	-1.0	0.444929477568082
ENSG00000205309	NT5M	0.3	0.707147941761078
ENSG00000205323	SARNP	-0.1	0.945794105456502
ENSG00000205334	LINC01460	2.0	0.0958621860881983
ENSG00000205336	ADGRG1	1.3	0.026191570862626
ENSG00000205352	PRR13	0.3	0.374813743683677
ENSG00000205356	TECPR1	0.6	0.0386216684589747
ENSG00000205358	MT1H	-1.1	0.371923327699539
ENSG00000205361	MT1DP	-0.7	0.477385968839365
ENSG00000205362	MT1A	-1.6	0.0711576464769123
ENSG00000205363	INSYN1	-0.7	0.40999351178671
ENSG00000205364	MT1M	-1.1	0.221181053237332
ENSG00000205403	CFI	1.8	0.0176605620796866
ENSG00000205413	SAMD9	0.8	0.290586081113359
ENSG00000205420	KRT6A	1.7	0.107255639913421
ENSG00000205423	CNEP1R1	0.5	0.09376595207097
ENSG00000205426	KRT81	0.1	0.905274829104848
ENSG00000205436	EXOC3L4	0.5	0.782815835552482
ENSG00000205464	ATP6AP1L	-0.1	0.912713682277207
ENSG00000205476	CCDC85C	0.2	0.713783655638092
ENSG00000205482	SPDYE18	-0.7	0.486707791043077
ENSG00000205485	ENSG00000205485	0.4	0.490656586665973
ENSG00000205488	CALML3-AS1	1.0	0.446272322604151
ENSG00000205502	C2CD4B	-1.7	0.0337710382324795
ENSG00000205517	RGL3	0.4	0.50358444662982
ENSG00000205531	NAP1L4	0.1	0.813401267162668
ENSG00000205534	SMG1P2	-0.3	0.722407728845447
ENSG00000205537	ENSG00000205537	1.3	0.276703792720641
ENSG00000205542	TMSB4X	1.7	0.0642208534261962
ENSG00000205544	TMEM256	0.2	0.748341786393153
ENSG00000205549	C9orf92	-1.5	0.0825094629847316
ENSG00000205559	CHKB-DT	0.1	0.881813413881424
ENSG00000205560	CPT1B	0.2	0.89301721377365
ENSG00000205562	ENSG00000205562	-0.5	0.679217934580398
ENSG00000205571	SMN2	-0.2	0.832680200967437
